postcode,lat,lon
2480,-28.8282,153.3757
2480,-28.7917,153.306
2480,-28.8,153.2167
2480,-28.7689,153.3188
2480,-28.6321,153.2602
2480,-28.872,153.149
2480,-28.7596,153.4084
2480,-28.6833,153.2333
2480,-28.677,153.1843
2480,-28.7944,153.3178
2480,-28.7128,153.2658
2481,-28.6881,153.6098
2481,-28.596,153.5061
2481,-28.6703,153.5928
2481,-28.609,153.5557
2481,-28.7291,153.6087
2481,-28.6366,153.5533
2481,-28.6499,153.6125
2481,-28.6541,153.577
1455,-33.946,151.1959
1485,-33.9681,151.1356
2018,-33.9167,151.2
2018,-33.932,151.2121
2019,-33.9566,151.2096
2019,-33.946,151.1959
2032,-33.9288,151.2258
2032,-33.924,151.2275
2035,-33.95,151.2333
2035,-33.9414,151.2109
2036,-33.9872,151.2317
2036,-33.9634,151.2319
2036,-33.9745,151.2228
2036,-33.967,151.2422
2036,-33.9622,151.248
2036,-33.9816,151.234
2036,-33.979,151.243
2036,-33.9515,151.2278
2036,-33.9451,151.2258
2205,-33.9313,151.1522
2205,-33.9363,151.1482
2205,-33.9303,151.1421
2207,-33.9353,151.1257
2207,-33.95,151.1167
2207,-33.9393,151.1232
2207,-33.9385,151.1139
2207,-33.9334,151.1367
2208,-33.9393,151.0993
2216,-33.9535,151.1481
2216,-33.9513,151.162
2216,-33.946,151.143
2216,-33.9601,151.1511
2216,-33.95,151.1333
2218,-33.9711,151.1214
2218,-33.9726,151.1144
2548,-36.889,149.9096
2548,-36.8295,149.9033
2548,-36.8777,149.9157
2548,-36.8815,149.9066
2548,-36.8614,149.8446
2548,-36.8636,149.9303
2549,-36.9485,149.8179
2549,-36.9652,149.8679
2549,-36.9301,149.8745
2549,-36.9117,149.8428
2549,-36.9471,149.8478
2549,-36.8862,149.8564
2549,-37.0152,149.8346
2549,-36.9417,149.9034
2549,-36.9432,149.8557
2630,-36.5155,148.9385
2630,-36.1674,149.1415
2630,-36.2163,148.9132
2630,-36.2315,149.151
2630,-36.1734,149.1083
2630,-36.247,149.0605
2630,-36.35,149.2
2630,-36.1444,148.8413
2630,-36.4167,149.1167
2630,-36.7052,149.0083
2630,-36.0985,149.1679
2630,-34.7235,150.8096
2630,-36.1196,149.1551
2630,-36.179,148.7654
2630,-36.0083,148.7028
2630,-36.2833,148.9833
2630,-36.2539,149.1781
2630,-36.197,149.2604
2630,-36.0985,149.0512
2630,-33.3433,149.2635
2630,-36.3826,148.9807
2630,-36.2115,148.794
2630,-36.1916,148.9076
2630,-36.2247,149.0732
2630,-35.8667,149.3667
2630,-36.1167,148.8667
2630,-36.2352,149.1241
2630,-36.7238,148.8598
2630,-36.1833,149.45
2630,-36.0193,149.1286
2630,-36.0727,149.5329
2630,-36.1667,149.3333
2630,-36.2601,149.3051
2630,-36.5318,148.9679
2630,-36.0533,150.1332
2630,-36.5921,148.943
2631,-36.6037,149.3151
2631,-36.4682,149.3744
2631,-36.7167,149.2167
2631,-36.7167,149.25
2631,-36.3485,149.4179
2631,-36.5485,149.3846
2631,-36.6128,149.2711
2631,-36.6985,149.3679
2631,-36.665,149.218
2631,-36.75,149.3667
2631,-36.5119,149.2838
2632,-36.9309,149.2131
2632,-37.2152,149.4012
2632,-36.8485,149.5179
2632,-36.8333,149.3667
2632,-37.0833,149.05
2632,-36.8134,149.2863
2632,-36.9121,149.2367
2632,-36.8941,149.2132
2632,-36.7985,149.2012
2632,-36.2324,148.6985
2632,-37.1318,149.3179
2632,-36.881,149.101
2632,-37.0485,149.1679
2448,-30.612,153.0008
2448,-30.6432,153.0088
2448,-30.6124,153.0001
2448,-30.5926,153.0113
2448,-30.5999,152.9829
2449,-30.5747,152.8158
2449,-30.6314,152.8089
2449,-30.609,152.73
2449,-30.65,152.8515
2449,-30.5696,152.6554
2449,-30.6244,152.7854
2449,-30.6888,152.7396
2449,-30.6476,152.8968
2455,-30.497,153.0142
2646,-35.8186,146.3196
2646,-35.8824,146.4377
2646,-35.7667,146.35
2646,-35.997,146.3855
2646,-35.6436,146.302
2646,-36.0254,146.2189
2646,-35.809,146.1362
2646,-35.7636,146.5555
2646,-35.8318,146.3512
2646,-35.8592,146.3689
2646,-35.7345,146.051
2646,-35.8466,146.5197
2646,-35.5576,146.163
2646,-35.9239,146.3157
2647,-35.9854,146.0053
3644,-35.906,145.6958
3644,-35.9391,145.6422
1420,-33.9339,151.1531
1422,-33.9339,151.1531
1423,-33.9339,151.1531
1424,-33.9339,151.1531
1425,-33.9339,151.1531
1426,-33.9339,151.1531
1427,-33.9339,151.1531
1428,-33.9339,151.1531
1429,-33.9339,151.1531
1781,-33.7768,151.0215
2012,-33.8988,151.2108
2013,-33.8988,151.2108
2155,-33.6999,150.9411
2155,-33.6985,150.9313
2155,-33.7016,150.9179
2155,-33.7103,150.951
2155,-33.6821,150.9154
2747,-33.7478,150.7221
2747,-33.7129,150.7465
2747,-33.7561,150.7235
2747,-33.7465,150.7393
2747,-33.7421,150.7278
2747,-33.738,150.7207
2747,-33.7592,150.7527
2747,-33.7214,150.7287
2747,-33.7434,150.7398
2747,-33.7033,150.783
2747,-33.7741,150.7413
2747,-33.7759,150.7519
2760,-33.7328,150.791
2760,-33.7828,150.7968
2760,-33.7603,150.7918
2760,-33.7707,150.795
2760,-33.7549,150.7844
2761,-33.7518,150.8369
2761,-33.7277,150.8474
2761,-33.7388,150.8384
2761,-33.7335,150.8354
2761,-33.7354,150.8596
2761,-33.7483,150.8541
2761,-33.7393,150.8453
2762,-33.7167,150.8667
2763,-33.7333,150.8833
2763,-33.7316,150.9164
2763,-33.7325,150.8998
2766,-33.8063,150.8612
2766,-33.7667,150.8333
2767,-33.7667,150.8667
2767,-33.777,150.868
2767,-33.7564,150.8807
2768,-33.7333,150.9328
2768,-33.7221,150.926
2768,-33.7244,150.9182
2769,-33.7023,150.9109
2770,-33.7441,150.8064
2770,-33.7458,150.8239
2770,-33.7456,150.7929
2770,-33.7253,150.7926
2770,-33.7269,150.8053
2770,-33.746,150.8106
2770,-33.757,150.804
2770,-33.7301,150.8222
2770,-33.7481,150.8156
2770,-33.7872,150.8296
2770,-33.7667,150.8167
2770,-33.7379,150.8181
2770,-33.7372,150.8004
2721,-33.9833,147.6833
2721,-34.0124,147.7876
2791,-33.5482,149.0437
2791,-33.6,149.1333
2773,-33.7667,150.6167
2773,-33.7742,150.6357
2774,-33.7307,150.6353
2774,-33.7167,150.6
2774,-33.7325,150.6118
2774,-33.75,150.6
2776,-33.7,150.5333
2777,-33.6985,150.6346
2777,-33.7088,150.5937
2777,-33.6657,150.6426
2777,-33.7,150.55
2777,-33.6785,150.6121
2777,-33.7,150.5833
2778,-33.7333,150.4833
2778,-33.7167,150.5
2779,-33.7245,150.4584
2780,-33.7037,150.3065
2780,-33.7167,150.3333
2780,-33.7198,150.3074
2780,-33.6746,150.2788
2782,-33.7103,150.3753
2783,-33.7206,150.4297
2784,-33.7292,150.4177
2787,-33.754,150.0055
2787,-32.8979,151.7361
2787,-33.5167,149.9167
2787,-33.8667,149.7167
2787,-33.9167,149.8667
2787,-34.1167,150.2167
2787,-33.8269,149.8259
2787,-33.704,149.8591
2787,-33.9802,149.8876
2787,-33.8,149.9167
2787,-34,149.8167
2787,-33.7,149.7167
2787,-33.8667,149.9333
2787,-33.6557,149.898
2787,-33.765,149.816
2787,-33.6975,149.9594
2790,-33.4333,150.1167
2790,-33.5064,150.1567
2790,-33.5006,150.1373
2790,-33.4647,150.1577
2790,-33.4877,150.1579
2790,-33.229,150.1883
2790,-33.5167,150.1167
2790,-33.47,150.1527
2790,-33.8167,150.0333
2790,-33.2989,150.0328
2790,-33.4723,150.222
2790,-33.1833,150.25
2790,-33.65,150.05
2790,-33.477,150.1459
2790,-33.463,150.1851
2790,-33.4462,150.1227
2790,-33.6546,150.128
2790,-33.8238,150.0051
2790,-33.4963,150.152
2790,-33.4755,150.1771
2790,-33.5333,150.2333
2790,-33.5855,150.12
2790,-33.4678,150.1689
2790,-33.4922,150.1798
2790,-33.5167,149.9833
2790,-33.5465,150.1757
2790,-33.3536,150.118
2790,-33.4603,150.1682
2790,-33.486,150.1839
2790,-33.3656,150.0651
2790,-33.5881,150.1972
2790,-33.4496,149.9892
2790,-33.4833,150.0333
2790,-33.4845,150.149
2790,-33.6143,150.1439
2790,-33.2167,150.0333
2790,-31.8595,149.8401
2058,-33.8419,151.1935
2348,-31.0904,150.7649
2835,-32.1818,146.2218
2835,-31.4967,145.8344
2835,-32.415,146.0354
2835,-31.5596,146.3213
2835,-31.0088,145.2782
2835,-32.4911,145.6049
2835,-34.1196,148.2567
2873,-32.2304,147.1756
2873,-32.2748,147.3438
2873,-32.35,147.5
2873,-32.244,147.3559
2831,-31.8478,147.7215
2831,-32.3328,148.7593
2831,-31.5929,148.1368
2831,-30.4667,147.6833
2831,-32.4318,148.7429
2831,-32.4469,148.7989
2831,-32.5167,148.6667
2831,-32.4006,148.8303
2831,-31.3159,148.0349
2831,-31.8279,149.2326
2831,-30.6606,146.4012
2831,-30.9331,147.8722
2831,-32.0639,146.3161
2831,-31.7226,149.3043
2831,-31.95,148.6215
2831,-30.8588,147.315
2831,-31.5494,146.7246
2831,-32.3,148.9
2831,-32.1235,149.0262
2831,-29.1131,147.4525
2831,-31.0295,146.7149
2831,-31.4333,148.9
2831,-31.865,148.6521
2831,-31.446,148.4748
2834,-29.4274,147.9787
2834,-29.1102,147.9097
2838,-29.1131,147.4525
2839,-29.5163,146.9462
2839,-29.752,146.8548
2839,-29.2428,146.9219
2839,-29.9607,146.8599
2839,-29.6915,146.6479
2839,-30.3488,146.8979
2840,-30.6087,145.7211
2840,-30.0523,145.9489
2840,-29.3457,145.0012
2840,-29.7252,143.7619
2840,-30.0901,145.9365
2840,-29.9029,145.1858
2840,-30.9356,144.4165
2840,-28.8584,145.7219
2840,-29.703,144.1451
2840,-30.5388,145.116
2840,-29.7515,145.4273
2840,-29.3223,145.8471
1800,-33.8883,151.1227
1805,-33.8833,151.1
2134,-33.8833,151.1
2482,-28.5233,153.3849
2482,-28.5111,153.4049
2482,-28.5998,153.4011
2482,-28.5485,153.3846
2482,-28.5554,153.4223
2482,-28.5928,153.4594
2482,-28.5652,153.3807
2482,-28.5524,153.4996
2482,-28.547,153.4356
2482,-28.4949,153.4118
2482,-28.6107,153.44
2482,-28.5641,153.4427
2795,-33.4229,149.5328
2795,-33.7726,149.5455
2795,-33.6757,149.7456
2795,-33.3368,149.6924
2795,-33.831,149.5354
2795,-33.4519,149.7823
2795,-33.1334,149.777
2795,-33.4288,149.7515
2795,-33.5333,149.7333
2795,-33.5833,149.3833
2795,-33.4167,150.8071
2795,-33.4092,149.5632
2795,-33.3167,149.6333
2795,-33.5003,149.8405
2795,-33.2216,149.3902
2795,-33.8974,149.3439
2795,-30.8565,150.9038
2795,-33.4167,149.7167
2795,-33.1833,149.3667
2795,-33.4671,149.5955
2795,-33.2731,149.743
2795,-33.2956,149.4837
2795,-33.4403,149.6443
2795,-33.4273,149.5567
2795,-33.6531,149.7029
2795,-33.1244,149.4559
2795,-33.2046,149.6753
2795,-33.7,149.7167
2795,-33.9814,149.5205
2795,-32.9645,149.4076
2795,-33.15,149.7
2795,-33.55,149.6167
2795,-33.6063,149.6688
2795,-33.8167,149.3333
2795,-33.3887,149.5458
2795,-33.4572,149.55
2795,-33.5524,149.5206
2795,-33.4507,149.4961
2795,-33.6941,149.3274
2795,-33.7284,149.3909
2795,-33.4167,149.6
2795,-33.95,149.6667
2795,-33.5333,149.4333
2795,-33.4667,149.5667
2795,-33.3037,149.4396
2795,-33.3675,149.431
2795,-33.8167,149.5833
2795,-34.008,149.5366
2795,-33.6029,149.5624
2795,-33.5046,149.7621
2795,-33.5122,149.4212
2795,-33.4054,149.5451
2795,-33.3771,149.6222
2795,-31.4554,149.4884
2795,-33.5,149.5333
2795,-32.9667,149.7
2795,-33.8592,151.2081
2795,-33.4166,149.5806
2795,-33.4384,149.572
2795,-31.4189,152.3198
2795,-33.5347,149.5514
2795,-33.2,149.8667
2795,-33.4106,149.4808
2795,-35.0608,147.3542
2795,-34.09,149.6124
2795,-33.75,149.5
2795,-33.0833,149.7
2795,-33.2847,149.5689
2795,-33.5142,149.7982
2795,-33.45,149.8333
2795,-33.3773,149.5465
2795,-33.4874,149.5464
2795,-33.3833,149.9
2795,-33.3969,149.551
2795,-33.0833,149.6167
2795,-33.4333,149.9333
2795,-33.9161,149.261
2795,-33.95,149.5333
2795,-33.4167,149.6667
2795,-33.7,149.5667
2795,-33.4833,149.7167
2795,-33.4298,149.8482
2795,-33.3333,149.8667
2795,-33.8888,149.4609
2795,-33.6,149.4333
2805,-33.6241,148.409
2864,-33.3,148.8167
2864,-33.3688,148.5511
2864,-33.2411,148.8221
2864,-33.2856,148.7407
2864,-33.3333,148.6333
2865,-33.1825,148.6891
2865,-33.0818,148.6512
2865,-33.1401,148.5662
2870,-33.1465,148.2135
2870,-32.9333,148.25
2870,-33.3333,148.0667
2870,-33.2,148.3
2870,-33,148.1333
2870,-33.0667,148.1167
2870,-33.2,148.4833
2870,-33.2167,148.1167
2870,-33.1833,148.1667
2870,-33.1372,148.1759
2870,-33.1,148.25
2870,-33.1333,148.0667
2870,-33.2167,148.4167
2870,-33.1833,148.2333
2179,-33.9698,150.7967
2179,-33.9274,150.8081
2556,-33.9333,150.7333
2566,-34.0224,150.8296
2566,-34.0214,150.8372
2566,-34.0165,150.8403
2566,-34.0333,150.85
2566,-34.0185,150.8176
2566,-34.0032,150.8111
2566,-34.0345,150.8744
2167,-33.9667,150.9
2508,-34.2377,150.9195
2508,-34.2129,150.9982
2508,-34.1452,150.985
2508,-34.2457,150.9682
2508,-34.2193,150.9764
2508,-34.1861,151.0165
2508,-34.2261,150.9858
2508,-34.1784,150.9952
2508,-34.2064,150.9806
2558,-34.0219,150.8008
2558,-34.0298,150.8096
2558,-34.0375,150.8136
2559,-34.0508,150.7924
2559,-34.0465,150.8111
2563,-34.1044,150.7507
2564,-34.0044,150.8965
2564,-33.9921,150.8931
2564,-34.0167,150.9
2567,-34.0434,150.7324
2567,-34.0497,150.7439
2567,-34.0371,150.7577
2567,-34.0431,150.773
2567,-34.0417,150.7503
2567,-34.0529,150.7598
2567,-34.024,150.735
2045,-33.883,151.1439
2046,-33.8582,151.1309
2046,-33.8674,151.1291
2046,-33.8666,151.1399
2046,-33.85,151.1385
2046,-33.8648,151.1142
2046,-33.8489,151.128
2046,-33.8589,151.1411
2047,-33.8524,151.1549
2127,-33.8349,151.057
2127,-33.8308,151.0744
2127,-33.8627,151.067
2127,-33.8498,151.0683
2135,-33.881,151.0799
2137,-33.8569,151.0912
2137,-33.8422,151.1072
2137,-33.8472,151.1038
2137,-33.8472,151.1164
2137,-33.8429,151.1107
2138,-33.8481,151.0861
2138,-33.8266,151.0881
2138,-33.8409,151.084
2138,-33.8386,151.0861
2139,-33.8658,151.1016
2140,-33.8627,151.067
2140,-33.8667,151.0833
2140,-33.8647,151.0751
1440,-33.8994,151.2053
1441,-33.8994,151.2053
1835,-33.85,151.0333
1885,-33.9167,151.0333
1888,-33.9167,151.0333
1891,-33.9393,150.9815
2163,-33.896,150.9756
2163,-33.8838,150.9615
2163,-33.8843,150.9803
2192,-33.919,151.0894
2194,-33.9125,151.1028
2195,-33.922,151.0716
2195,-33.9242,151.0674
2195,-33.9197,151.0759
2196,-33.9332,151.0732
2196,-33.9289,151.0511
2197,-33.8986,150.9954
2198,-33.9088,150.9885
2199,-33.9049,151.02
2200,-33.9196,151.0308
2200,-33.9175,151.0483
2200,-33.9246,151.0109
2200,-33.9167,151.0333
2204,-33.9074,151.1555
2206,-33.9209,151.1251
2206,-33.9235,151.1146
2206,-33.9262,151.1041
2209,-33.9465,151.0692
2209,-33.948,151.0798
2210,-33.9827,151.0418
2210,-33.9774,151.0556
2210,-33.9629,151.0516
2210,-33.9675,151.0497
2210,-33.9473,151.0497
2211,-33.9569,151.0319
2211,-33.9674,151.0399
2212,-33.9671,151.0184
2212,-33.9586,151.0175
2212,-33.95,151.0167
2213,-33.961,150.9882
2213,-33.9806,150.9966
2213,-33.9537,150.9973
2214,-33.9393,150.9815
2665,-34.3493,147.2218
2665,-34.3152,146.9679
2665,-34.5,147.1667
2665,-34.2391,146.3376
2665,-34.3255,146.7831
2665,-34.3569,146.9018
2665,-34.2378,147.0645
2665,-34.4948,147.2354
2665,-34.494,147.0472
2665,-34.3833,147.3167
2665,-34.3569,146.9391
2665,-34.3016,146.6541
2665,-34.2849,146.5722
2669,-33.8407,146.2634
2669,-33.8605,146.3552
2669,-33.6654,146.6463
2669,-33.6529,146.6599
2669,-33.6417,146.975
2669,-33.7058,147.0758
2669,-33.8403,146.8489
2669,-33.6132,146.3268
2669,-33.1667,146.65
2669,-33.9935,146.8796
2669,-33.8764,146.622
2669,-33.7033,146.044
2669,-33.5332,146.8219
2669,-33.4667,146.8
2669,-33.4207,146.7259
2675,-33.3487,145.8342
2675,-33.4827,145.5353
2675,-33.2947,145.6129
2675,-33.0526,145.4693
2681,-34.2453,146.2027
2878,-33.2495,144.5657
2878,-32.4734,143.9423
2878,-32.9004,144.3015
2878,-33.0203,145.017
2878,-32.9109,144.4566
1590,-33.8234,151.1984
1655,-33.798,151.2883
2083,-33.5243,151.201
2083,-33.5386,151.2415
2083,-33.5198,151.222
2083,-33.5122,151.1622
2083,-33.5169,151.1774
2083,-33.5096,151.1932
2083,-33.549,151.2249
2251,-33.4976,151.3808
2251,-33.4866,151.377
2251,-33.518,151.3858
2251,-33.4756,151.3521
2251,-33.4856,151.3615
2251,-33.4553,151.4109
2251,-33.4869,151.4359
2251,-33.4682,151.4339
2251,-33.4804,151.3932
2251,-33.4966,151.4221
2251,-33.444,151.3682
2251,-33.4694,151.3966
2252,-33.333,151.3853
2256,-33.5444,151.3034
2256,-33.5486,151.2719
2256,-33.5009,151.2213
2256,-33.4924,151.301
2256,-33.4878,151.3082
2256,-33.4834,151.312
2256,-33.5454,151.2564
2256,-33.5025,151.3279
2256,-33.4843,151.3247
2256,-33.465,151.3157
2257,-33.5308,151.355
2257,-33.5231,151.3132
2257,-33.4956,151.3462
2257,-33.5247,151.3617
2257,-33.4939,151.3629
2257,-33.5125,151.3459
2257,-33.4969,151.355
2257,-33.5167,151.3667
2257,-33.5239,151.3682
2257,-33.5236,151.3409
2257,-33.5167,151.35
2257,-33.5106,151.3304
2258,-33.3333,151.3167
2258,-33.3188,151.3964
2258,-33.3142,151.3303
2258,-33.3477,151.4011
2258,-33.3333,151.3667
2260,-33.4155,151.4456
2260,-33.407,151.476
2260,-33.4482,151.4467
2260,-33.4252,151.3995
2260,-33.4561,151.4351
2261,-33.35,151.4333
2261,-33.3357,151.5034
2261,-33.292,151.5469
2261,-33.3277,151.4297
2261,-33.3667,151.45
2261,-33.3236,151.4419
2261,-33.3483,151.4732
2261,-33.3833,151.4667
2261,-33.3541,151.5002
2261,-33.3388,151.4978
2261,-33.3632,151.458
2261,-33.3592,151.4883
2261,-33.3581,151.4971
2261,-33.3537,151.4262
2261,-33.37,151.4852
2262,-33.2069,151.5436
2262,-33.2229,151.5312
2262,-33.2191,151.5525
2262,-33.2106,151.5855
2262,-33.1963,151.5128
2262,-33.2147,151.521
2262,-33.1873,151.5488
2262,-33.2111,151.5035
2262,-33.2339,151.5541
2263,-33.243,151.5043
2263,-33.2267,151.5028
2263,-33.2679,151.5535
2263,-33.2833,151.5667
2263,-33.2744,151.5461
2263,-33.2637,151.5384
2263,-33.2576,151.5097
2325,-32.8887,151.2832
2325,-32.8552,151.2186
2325,-32.8886,151.2613
2325,-32.9173,151.1793
2325,-32.8504,151.329
2325,-32.9902,151.1346
2325,-32.895,151.1079
2325,-32.9061,151.2849
2325,-32.8709,151.4222
2325,-32.8411,151.3817
2325,-32.9151,151.3116
2325,-32.9388,151.1415
2325,-32.8875,151.4022
2325,-32.8783,151.3109
2325,-32.8813,151.3671
2325,-32.85,151.2833
2325,-32.8599,151.3187
2325,-33.0831,151.1537
2325,-32.8321,151.3562
2325,-32.7705,151.3648
2325,-33.0602,151.1311
2325,-32.9765,151.2692
2325,-32.8931,150.8457
2325,-33.013,151.1947
2325,-33.2411,148.8221
2325,-32.8543,151.3992
2325,-32.8893,151.1818
2325,-32.8103,151.3483
2325,-32.9297,151.4021
2325,-33.052,151.1714
2259,-33.2323,151.4367
2259,-33.2512,151.4763
2259,-33.2012,151.4376
