postcode,lat,lon
2711,-34.1936,144.1024
2711,-34.509,144.8431
2711,-33.4,143.9303
2714,-35.6818,145.2512
2714,-35.8115,145.5692
2714,-35.7467,145.4102
2731,-35.841,144.747
2731,-35.7869,144.5977
2731,-35.9073,144.6
2731,-35.7026,144.637
2731,-36.1041,144.7608
2732,-35.5618,144.2684
2732,-35.6265,144.129
2732,-35.6658,144.3604
2732,-35.393,144.3159
2734,-35.0813,143.5498
2734,-34.9532,143.4775
2734,-35.1252,143.6917
2734,-35.1689,143.6755
2734,-35.4197,143.7924
2734,-35.1652,143.6846
2734,-35.2016,143.8576
2734,-35.3899,143.6495
2734,-35.0152,143.7012
2735,-35.1286,143.4404
2736,-35.0318,143.3346
2736,-34.959,143.3395
2680,-34.2885,146.0509
2680,-34.2553,146.0985
2680,-34.232,146.0208
2680,-34.3143,146.0434
2680,-34.5565,145.8753
2680,-34.331,146.0414
2680,-34.3355,146.1585
2680,-34.2659,145.993
2680,-34.1811,145.9404
2680,-34.2718,146.1405
2680,-34.4246,146.1099
2680,-34.2994,146.0844
2680,-34.1781,146.0355
2680,-34.466,146.0149
2706,-34.5694,145.9987
2707,-34.8039,145.8804
2707,-34.9236,145.6492
2712,-35.6588,145.8114
2712,-35.8831,145.7929
2713,-35.6216,145.4285
2713,-35.5883,145.2859
2713,-35.655,145.5711
2328,-32.5167,150.3667
2328,-32.4295,150.7004
2328,-32.3879,150.6893
2328,-32.4687,150.2945
2328,-32.5096,150.6841
2328,-32.4269,150.5689
2328,-32.4654,150.7213
2328,-32.4021,150.5769
2328,-32.235,150.5182
2336,-32.1586,150.942
2336,-32.1659,150.89
2336,-32.1167,151.0833
2336,-32.2145,151.1109
2336,-32.1568,150.8063
2336,-32.1409,150.955
2441,-31.332,152.833
2441,-30.8568,152.9346
2441,-31.2289,152.6706
2441,-31.2209,152.5225
2441,-30.7822,152.9931
2441,-31.2818,152.6846
2441,-30.8333,152.8833
2441,-31.3,152.7333
2441,-31.0343,152.8261
2441,-31.3,152.8
2441,-30.8208,152.9933
2441,-30.8632,152.8851
2441,-31.2434,152.6205
2441,-30.8827,152.826
2441,-30.3828,153.0596
2441,-30.8281,152.9538
2441,-31.3178,152.7052
2441,-30.8593,152.9956
2441,-30.8182,152.7955
2441,-31.3247,152.8005
2441,-31.2094,152.8316
2447,-30.7427,152.8276
2447,-30.7718,152.8924
2447,-30.7172,152.9694
2447,-30.6316,152.9275
2447,-30.7176,152.6371
2447,-30.7949,152.6695
2447,-30.7016,152.8501
2447,-30.6667,152.9333
2447,-30.7477,152.9961
2447,-30.7009,152.7479
2447,-30.7078,152.9203
2447,-30.7527,152.9776
2447,-30.7554,152.9155
2447,-30.766,152.728
2447,-30.7684,152.874
2447,-30.683,152.6154
2447,-30.2667,151.0167
2447,-30.7311,152.7667
2447,-30.6939,152.9444
2454,-30.4055,152.9515
2454,-30.4132,153.0584
2454,-30.5,152.9
2454,-30.4649,153.0432
2454,-30.4906,152.7931
2454,-30.4397,152.7868
2454,-30.4328,152.673
2454,-30.4396,152.9712
2454,-30.4532,152.9003
2454,-30.4529,152.8991
2454,-30.479,152.8029
2454,-30.4667,152.9333
2454,-30.4427,153.0366
2454,-30.3885,152.8871
2454,-30.528,152.8676
2309,-33.5386,151.2415
2347,-30.2195,150.7882
2347,-30.3818,150.7346
2347,-30.2286,150.5823
2347,-30.3855,150.609
2347,-30,150.4
2347,-30.3352,150.2998
2347,-29.5333,153.1628
2347,-30.5252,150.4067
2347,-30.1333,150.4333
2347,-30.4736,150.552
2347,-30.1985,150.7012
2356,-30.6101,148.9675
2386,-30.0985,148.9679
2650,-35.4445,147.608
2650,-35.1285,147.3626
2650,-35.0667,147.4167
2650,-35.1667,147.3833
2650,-35.1507,147.3371
2650,-35.0667,147.2167
2650,-35.1122,147.5374
2650,-35.4878,147.4137
2650,-35.1774,147.3882
2650,-35.0669,147.4685
2650,-35.172,147.6426
2650,-35.1249,147.3317
2650,-34.998,146.8128
2650,-35.2333,147.4333
2650,-35.1248,147.2894
2650,-35.2334,147.3412
2650,-35.0748,147.392
2650,-35.3693,147.5624
2650,-35.0293,147.3365
2650,-35.0151,147.0696
2650,-35.1559,147.347
2650,-35.0559,147.7259
2650,-35.1373,147.3328
2650,-35.1128,147.2266
2650,-35.1258,147.3537
2650,-34.9667,147.5333
2650,-35.1452,147.3516
2650,-35.1119,147.3125
2650,-35.1407,147.3768
2650,-35.0744,147.3646
2650,-35.1276,147.407
2650,-35,147.35
2650,-35.1615,147.5104
2650,-35.5985,147.7179
2650,-35.1,147.3833
2650,-35.0725,147.3575
2650,-35.0318,147.4149
2650,-35.3081,147.293
2650,-35.1173,147.0546
2650,-36.0209,148.7291
2650,-35.5573,147.2333
2650,-35.0592,147.3436
2650,-35.4068,147.8375
2650,-35.4379,147.3904
2650,-35.0186,146.9533
2650,-35.1368,147.353
2650,-35.1599,147.3587
2650,-35.1997,147.3266
2650,-35.1669,147.3306
2650,-35.0833,147.1167
2705,-34.5162,146.3498
2705,-34.4231,146.3057
2705,-34.615,146.4652
2705,-34.5485,146.3012
2705,-34.5152,146.2346
2705,-34.5187,146.1851
2705,-34.3753,146.4317
2705,-34.563,146.4833
2705,-34.5358,146.3366
2705,-34.551,146.4048
2821,-32.0833,148.2667
2821,-32.2312,148.2405
2821,-32.4667,148.1333
2869,-32.7866,148.2298
2869,-32.55,148
2869,-32.5667,148.2333
2869,-32.7239,148.1905
2285,-32.9547,151.6645
2285,-32.9251,151.6161
2285,-32.9363,151.6723
2285,-32.907,151.6053
2285,-32.9319,151.641
2285,-32.942,151.6544
2285,-32.9511,151.6446
2291,-32.9382,151.7591
2291,-32.948,151.7433
2291,-32.9473,151.7356
2292,-32.9237,151.7285
2292,-32.9119,151.7368
2293,-32.9192,151.7569
2293,-32.9112,151.7554
2294,-32.915,151.7644
2296,-32.9139,151.7474
2297,-32.9073,151.7509
2298,-32.9067,151.7265
2298,-32.9081,151.7312
2298,-32.9,151.7117
2299,-32.9028,151.6907
2299,-32.9061,151.7057
2299,-32.9167,151.7
2299,-32.9085,151.6988
2300,-32.9295,151.7801
2300,-32.9324,151.7711
2300,-32.9277,151.7884
2300,-32.9413,151.7654
2300,-32.9309,151.7783
2302,-32.9245,151.7571
2303,-32.9221,151.7471
2303,-32.9239,151.7503
2303,-32.9258,151.7535
2304,-32.8979,151.7361
2304,-32.8873,151.7741
2304,-32.892,151.7271
2304,-32.8888,151.7149
2304,-32.8928,151.7482
2304,-32.9003,151.7497
2304,-32.8667,151.7
2307,-32.8788,151.691
2308,-32.892,151.7053
1515,-33.794,151.1649
1585,-33.8249,151.204
1790,-33.7768,151.0215
2055,-33.839,151.2072
2059,-33.839,151.2072
2060,-33.8449,151.2031
2060,-33.8416,151.2046
2060,-33.8386,151.2005
2060,-33.8437,151.2075
2060,-33.839,151.2072
2061,-33.8487,151.2162
2061,-33.846,151.2119
2062,-33.8213,151.2161
2089,-33.8424,151.2226
2089,-33.8401,151.22
2089,-33.8378,151.2175
2090,-33.8268,151.2263
2090,-33.8334,151.2267
2090,-33.8401,151.227
1658,-33.6776,151.3031
1660,-33.6776,151.3031
2069,-33.7785,151.1968
2069,-33.7833,151.1833
2069,-33.7865,151.2092
2070,-33.7833,151.1667
2070,-33.7666,151.1868
2070,-33.775,151.1768
2075,-33.7038,151.1646
2079,-33.6833,151.1167
2084,-33.6583,151.2107
2084,-33.6209,151.2027
2084,-33.6833,151.2333
2084,-33.6705,151.196
2085,-33.7413,151.2056
2085,-33.743,151.2008
2085,-33.7395,151.2103
2086,-33.7482,151.2232
2087,-33.7745,151.2203
2087,-33.7667,151.2083
2092,-33.8014,151.2398
2093,-33.8066,151.2624
2093,-33.7846,151.262
2093,-33.7863,151.248
2093,-33.7949,151.2572
2093,-33.8055,151.2537
2094,-33.7957,151.2735
2095,-33.798,151.2883
2096,-33.7768,151.2865
2096,-33.7787,151.2857
2096,-33.7828,151.285
2096,-33.7689,151.2889
2097,-33.732,151.3012
2097,-33.731,151.2934
2097,-33.7288,151.2908
2097,-33.7312,151.2805
2099,-33.7505,151.2827
2099,-33.7552,151.2766
2099,-33.7511,151.2889
2099,-33.7643,151.2973
2099,-33.7312,151.2679
2100,-33.7666,151.2498
2100,-33.7603,151.2577
2100,-33.7756,151.2692
2100,-33.7611,151.2745
2100,-33.739,151.2444
2100,-33.7528,151.2586
2101,-33.6846,151.2635
2101,-33.7093,151.2961
2101,-33.7016,151.2797
2101,-33.7021,151.2842
2101,-33.7128,151.2974
2102,-33.6886,151.2953
2103,-33.6776,151.3031
2104,-33.6598,151.2988
2105,-33.6397,151.2777
2105,-33.629,151.2867
2105,-33.6408,151.2827
2105,-33.6497,151.2781
2105,-33.6451,151.2837
2105,-33.6407,151.2875
2106,-33.6564,151.314
2107,-33.6342,151.3234
2107,-33.6297,151.3168
2107,-33.6112,151.3289
2107,-33.6478,151.3121
2107,-33.6359,151.329
2107,-33.6449,151.3243
2108,-33.6061,151.298
2108,-33.6038,151.301
2108,-33.5908,151.2995
2108,-33.5968,151.2972
2108,-33.5966,151.3238
2108,-33.629,151.2867
2798,-33.3476,149.2551
2798,-33.446,149.1854
2798,-33.4645,149.079
2798,-33.4479,149.1308
2798,-33.4962,149.1153
2798,-33.4,149.1167
2798,-33.5333,149.0333
1216,-34.5994,150.4017
1217,-34.5994,150.4017
1218,-34.5994,150.4017
1219,-34.5994,150.4017
1220,-34.0599,150.998
1231,-33.8787,151.2053
1232,-33.8787,151.2053
1233,-33.8787,151.2053
1234,-33.8787,151.2053
1235,-33.8787,151.2053
1715,-33.7378,151.0722
1730,-33.7833,150.9333
1740,-33.8178,151.0035
1741,-33.8178,151.0035
1755,-33.7588,150.9929
1765,-33.7333,151
1771,-33.7378,151.0722
1811,-33.8334,151.0473
2114,-33.7983,151.0905
2114,-33.8149,151.0721
2114,-33.8005,151.0762
2114,-33.8054,151.0739
2114,-33.8167,151.0886
2115,-33.8148,151.0547
2116,-33.8145,151.0375
2117,-33.7883,151.0526
2117,-33.8033,151.0406
2117,-33.796,151.0271
2117,-33.7928,151.0386
2119,-33.7587,151.0723
2119,-33.7495,151.0648
2122,-33.7918,151.0806
2122,-33.7778,151.1057
2123,-33.8178,151.0035
2124,-33.8178,151.0035
2128,-33.8334,151.0473
2141,-33.8644,151.0397
2141,-33.8702,151.0431
2141,-33.872,151.0339
2141,-33.8742,151.0557
2142,-33.8197,151.0264
2142,-33.8309,151.0133
2142,-33.8406,151.0075
2142,-33.8308,150.9973
2142,-33.8201,151.0245
2142,-33.8333,151.0167
2145,-33.804,150.9554
2145,-33.7926,150.9763
2145,-33.8235,150.9461
2145,-33.8185,150.9634
2145,-33.8038,150.9877
2145,-33.8203,150.9943
2145,-33.8227,150.9239
2145,-33.799,150.943
2145,-33.8065,150.9678
2147,-33.7833,150.9333
2147,-33.7648,150.9333
2147,-33.7609,150.9312
2147,-33.7501,150.9354
2150,-33.8178,151.0035
2150,-33.8229,151.0078
2150,-33.8203,151.0056
2152,-33.7838,150.9986
2153,-33.7588,150.9929
2153,-34.1562,150.5364
2153,-35.3484,149.2176
2153,-33.7764,150.9805
2153,-33.7413,150.9546
2160,-33.8327,150.9691
2160,-33.8333,150.9833
2555,-33.8907,150.7427
2748,-33.7823,150.7109
2749,-33.7061,150.7094
2749,-33.6898,150.6789
2750,-33.7735,150.6947
2750,-33.768,150.6768
2750,-33.7569,150.6725
2750,-33.7654,150.6481
2750,-33.75,150.6667
2750,-33.7345,150.6487
2750,-33.75,150.7
2751,-33.75,150.7
2753,-33.5996,150.7514
2753,-33.5983,150.685
2753,-33.6094,150.7167
2753,-33.6466,150.7352
2753,-33.5833,150.6744
2753,-33.5719,150.6256
2753,-33.6044,150.743
2753,-33.5833,150.7578
2753,-33.6194,150.6748
2759,-33.813,150.7977
2759,-33.7973,150.7847
2765,-33.5922,150.9198
2765,-33.692,150.8373
2765,-33.6833,150.8667
2765,-33.6503,150.8647
2765,-33.6156,150.8801
2765,-33.6728,150.7752
2765,-33.6462,150.9214
2765,-33.6499,150.8526
2429,-31.7814,152.0001
2429,-31.9833,152.25
2429,-32.05,152.2667
2429,-31.7395,152.3358
2429,-32.1,152.1667
2429,-31.7816,152.2269
2429,-31.6591,152.3108
2429,-31.8,152.3833
2429,-28.7094,153.5798
2429,-31.8656,152.3191
2429,-31.9252,152.2107
2429,-32.1,152.3
2429,-32.0792,152.2249
2429,-31.771,152.3636
2429,-31.8668,152.3699
2429,-31.7248,152.355
2429,-31.9263,152.2882
2429,-31.8014,152.3157
2429,-31.6092,152.4742
2429,-31.9049,152.2872
2429,-32.15,152.2167
2429,-31.6208,152.3752
2429,-31.6385,152.2981
2429,-31.7207,152.2372
2429,-31.7333,152.4
2429,-32.1667,152.2167
2429,-31.587,152.3838
2429,-31.7167,152.2833
2429,-31.9333,152.3
2439,-31.633,152.7039
2439,-31.6712,152.6688
2439,-31.6658,152.7251
2439,-31.6072,152.7008
2439,-31.6333,152.6667
2439,-31.6612,152.6117
2439,-31.6319,152.6983
2439,-31.5918,152.7274
2439,-31.5872,152.7536
2439,-31.636,152.7266
2440,-31.1332,152.7514
2440,-30.8276,152.2252
2440,-30.8612,152.6357
2440,-31.0012,152.6813
2440,-31.0152,152.7012
2440,-31.0649,152.7288
2440,-31.0402,152.6846
2440,-31.123,152.8325
2440,-31.1887,152.973
2440,-30.9265,152.6688
2440,-31.0099,152.7329
2440,-32.1333,149.8167
2440,-30.9333,152.45
2440,-30.78,152.3772
2440,-30.9393,153.006
2440,-31.0059,152.8988
2440,-30.9128,152.4933
2440,-31.0679,152.8626
2440,-30.9892,152.9841
2440,-30.7342,152.2575
2440,-30.9949,152.5955
2440,-31.065,152.9301
2440,-31.043,152.7619
2440,-31.0576,152.8279
2440,-31.059,152.8017
2440,-31.0142,152.9452
2440,-30.9939,152.9914
2440,-31.108,152.8062
2440,-31.0824,152.8525
2440,-31.0945,152.9827
2440,-31.0375,152.8753
2440,-30.7461,152.1945
2440,-31.077,152.8005
2440,-30.9812,152.8251
2440,-30.995,152.9351
2440,-31.0333,152.9167
2440,-31.079,152.8309
2440,-28.946,152.6632
2440,-31.0838,152.8907
2440,-30.8985,152.6179
2440,-30.9823,152.5494
2440,-30.9288,152.6253
2440,-31.0975,152.566
2440,-31.0927,152.6967
2440,-31.0564,152.8744
2440,-31.0818,152.7679
2440,-30.8199,152.5102
2440,-31.0288,152.9476
2440,-31.0555,153.0472
2440,-30.9377,152.9413
2442,-31.1338,152.7068
2444,-31.4024,152.9019
2444,-31.5775,152.7241
2444,-32.5767,151.9167
2444,-31.4308,152.9089
2444,-31.3657,152.8374
2444,-31.3906,152.8314
2444,-31.4212,152.8404
2444,-31.4548,152.8321
2445,-31.5906,152.8391
2445,-31.5712,152.8469
2445,-31.5518,152.8546
2295,-32.8643,151.8131
2295,-32.9091,151.7836
2314,-32.5941,151.8862
2315,-32.7281,152.1496
2315,-32.7201,152.1085
2315,-32.7204,152.144
2315,-32.7223,152.175
2315,-32.7497,152.171
2316,-32.7858,152.0896
2316,-32.7896,152.1091
2316,-32.7667,152.0167
2316,-32.7744,152.0736
2316,-32.7488,152.067
2316,-32.7813,152.0859
2317,-32.7105,152.0698
2317,-32.7225,152.0794
2318,-32.8405,151.8379
2318,-32.7833,151.9167
2318,-32.8064,151.8436
2318,-32.7387,151.9564
2318,-32.7415,151.8676
2318,-32.6838,151.8431
2318,-32.7726,151.856
2319,-32.7305,152.0386
2319,-32.7282,152.0126
2319,-32.7352,152.0161
2319,-32.7471,151.9971
2321,-32.7908,151.5154
2321,-32.7062,151.4215
2321,-32.7333,151.6833
2321,-32.7438,151.6574
2321,-32.6333,151.6333
2321,-32.5256,151.8017
2321,-32.6833,151.6167
2321,-32.7333,151.6333
2321,-32.7333,151.6167
2321,-32.7144,151.6294
2321,-32.802,151.5133
2321,-32.6897,151.4474
2321,-32.7147,151.649
2321,-32.6564,151.6369
2321,-32.699,151.4063
2321,-32.6834,151.427
2321,-32.6667,151.6
2321,-32.584,151.7776
2321,-32.7616,151.5286
2321,-32.6987,151.4552
2321,-32.5382,151.821
2321,-32.55,151.7333
2619,-35.3844,149.2025
2623,-35.5911,149.4452
1314,-33.88,151.2325
1460,-33.926,151.1935
1700,-33.8148,151.0547
2004,-33.8702,151.2022
2021,-33.8979,151.2336
2021,-33.8842,151.2315
2021,-33.8956,151.2221
2031,-33.9121,151.2588
2031,-33.9133,151.2539
2031,-33.9144,151.2489
2034,-33.9205,151.2552
2460,-28.4277,153.378
2460,-29.8224,153.0483
2460,-29.5836,152.5641
2460,-29.3129,152.5398
2460,-29.6485,152.9512
2460,-29.8656,152.798
2460,-29.3835,152.6682
2460,-29.6488,152.9284
2460,-29.2236,152.607
2460,-29.6498,152.9811
2460,-29.8318,152.5846
2460,-29.5471,152.9854
2460,-29.681,152.9339
2460,-29.3238,152.7658
2460,-29.5528,153.1267
2460,-29.6063,152.8669
2460,-29.6405,152.832
2460,-29.1423,152.6085
2460,-29.8365,153.1082
2460,-29.5444,152.6914
2460,-29.5934,152.8727
2460,-29.911,152.7883
2460,-29.5748,152.7453
2460,-29.8017,152.8203
2460,-29.6887,152.9049
2460,-29.6207,152.8482
2460,-29.8027,152.9581
2460,-29.6411,152.9249
2460,-29.5413,152.6628
2460,-29.5833,152.8833
2460,-29.9318,153.0679
2460,-29.4921,153.0969
2460,-29.7744,152.885
2460,-29.717,153.227
2460,-29.6977,152.8392
2460,-29.3625,152.5041
2460,-29.751,152.8726
2460,-29.6691,152.9118
2460,-29.617,152.9413
2460,-29.8959,153.0333
2460,-29.4518,152.6838
2460,-29.519,152.695
2460,-29.7076,152.9263
2460,-29.5663,153.0785
2460,-29.4676,152.9929
2460,-29.5004,152.4563
2460,-29.6158,152.9301
2460,-29.608,152.936
2460,-29.5833,153.0333
2460,-29.5852,152.779
2460,-29.3243,152.6516
2460,-29.3943,152.8089
2460,-29.8262,152.8916
2460,-29.7617,152.7673
2460,-29.5808,152.9743
2460,-29.9418,152.7279
2460,-29.5476,152.92
2460,-29.4985,153.0012
2460,-28.946,152.6632
2460,-29.6005,153.1053
2460,-29.9262,152.8764
2460,-29.342,153.0165
2460,-29.9535,153.0086
2460,-29.5685,152.9022
2460,-29.5319,152.8815
2460,-29.6152,152.9179
2460,-29.8227,152.9369
2460,-29.5579,153.0736
2460,-29.1919,152.4907
2460,-29.8633,152.4842
2460,-29.5173,152.9353
2460,-29.8022,153.003
2460,-29.6284,152.7516
2460,-29.5274,153.1917
2460,-29.7037,153.0006
2460,-29.5796,153.0761
2469,-28.976,152.7656
2469,-29.1412,152.8671
2469,-28.709,152.6905
2469,-29.0555,152.5879
2469,-28.7366,152.6226
2469,-28.8381,152.6867
2469,-28.906,152.82
2469,-29.1423,152.6085
2469,-29.3792,153.3012
2469,-28.8365,152.7943
2469,-29.1088,152.7224
2469,-29.0867,152.9528
2469,-28.7888,152.6521
2469,-29.3333,153.25
2469,-28.8436,152.5519
2469,-28.9047,152.7231
2469,-29.1122,152.9448
2469,-29.09,152.5189
2469,-28.5802,152.6665
2469,-29.0757,152.8706
2469,-28.7152,152.4179
2469,-29.385,153.2379
2469,-28.946,152.6632
2469,-28.8228,152.6009
2469,-29.0098,152.6048
2469,-29.2879,152.9926
2469,-29.0485,152.8012
2469,-28.9283,152.3723
2469,-28.7128,152.5535
2469,-28.7833,152.45
2469,-29.3618,153.2824
2469,-28.7736,152.782
2469,-28.8926,152.5686
2469,-29.342,153.0165
2469,-29.1445,152.936
2469,-29.2461,152.9662
2469,-29.0421,152.5349
2469,-28.8719,152.6917
2469,-29.2318,153.1012
2469,-28.9024,152.6503
2469,-29.1101,153.2169
2469,-28.6569,152.5974
2469,-28.5761,152.5893
2469,-28.551,152.5847
2469,-28.8496,152.8048
2473,-29.087,153.3884
2473,-29.1178,153.4307
2473,-29.1119,153.4153
2473,-29.1249,153.4114
1335,-33.867,151.2259
1670,-33.7968,151.1244
1680,-33.8188,151.1062
1685,-33.8054,151.0739
1710,-33.7727,151.0818
2067,-33.794,151.1649
2067,-33.8,151.1833
2109,-33.6694,151.2918
2112,-33.796,151.0974
2112,-33.8188,151.1062
2112,-33.8261,151.1063
2113,-33.7956,151.126
2113,-33.7968,151.1244
2113,-33.8103,151.1315
2113,-33.7796,151.1222
2529,-34.5814,150.8435
2529,-34.6159,150.8223
2529,-34.5899,150.862
2529,-34.5623,150.8219
2529,-34.5636,150.8383
2529,-34.5833,150.8552
2529,-34.5716,150.838
2529,-34.5833,150.8667
2577,-34.6504,150.6487
2577,-34.694,150.5986
2577,-34.6177,150.698
2577,-34.4916,150.2823
2577,-34.5622,150.478
2577,-34.5953,149.2917
2577,-34.6833,150.5167
2577,-34.5537,150.3712
2577,-34.5853,150.5115
2577,-34.4877,150.339
2577,-34.5206,150.1402
2577,-34.5994,150.4017
2577,-34.6704,150.3613
2577,-34.6583,150.3257
2577,-34.7833,150.5667
2577,-34.6067,150.3556
2577,-34.7381,150.5366
2577,-34.5874,150.5912
2577,-35.764,148.1853
2577,-34.5833,150.3167
2577,-34.5138,150.2264
2577,-34.5041,150.3354
2577,-34.8024,150.4735
2577,-34.5538,150.6353
2577,-34.65,150.4833
2577,-34.623,150.5262
2534,-34.747,150.8281
2534,-34.7691,150.8101
2534,-34.7649,150.7831
2534,-34.7381,150.7998
2534,-34.7235,150.8096
2534,-34.7431,150.7519
2534,-34.7368,150.8309
2534,-34.7152,150.7679
2536,-35.637,150.3036
2536,-35.8135,150.1403
2536,-35.6864,150.1908
2536,-35.6333,150.25
2536,-35.7066,150.1754
2536,-35.6513,150.2952
2536,-35.7335,149.896
2536,-35.7147,150.1034
2536,-35.7509,150.2114
2536,-35.3166,149.8863
2536,-35.7376,150.1984
2536,-35.7073,150.251
2536,-35.6953,150.1995
2536,-35.7083,150.2448
2536,-35.8303,150.2209
2536,-35.7848,150.1417
2536,-35.5713,150.1128
2536,-35.6688,150.1632
2536,-35.7333,150.0667
2536,-35.59,150.2927
2536,-35.73,150.1849
2536,-35.7759,150.228
2536,-35.8478,150.1322
2536,-35.6289,150.3245
2536,-35.6467,150.1362
2536,-34.8863,149.7843
2536,-35.7454,150.2079
2536,-35.7938,150.2283
2538,-35.2908,150.3558
2538,-35.4,150.3667
2538,-35.3164,150.4361
2538,-35.1239,150.0747
2538,-33.7446,148.8489
2538,-35.5,150.25
2538,-35.4918,150.1905
2539,-35.3297,150.4717
2539,-35.2696,150.4819
2539,-35.5542,150.3789
2539,-33.5167,151.35
2539,-35.3124,150.4635
2539,-35.2588,150.4258
2539,-35.3702,150.4341
2539,-35.3203,150.3914
2539,-35.2624,150.5088
2539,-35.2631,150.4398
2539,-35.2521,150.5024
2539,-35.2514,150.4876
2539,-35.2574,150.5191
2539,-35.4392,150.3983
2539,-35.3872,150.4495
2539,-35.2189,150.486
2539,-35.4667,150.35
2539,-35.4018,150.4436
2539,-35.5156,150.3942
2539,-35.2296,150.4449
2539,-35.2167,150.45
2539,-35.3591,150.4725
2541,-34.8842,150.6004
2541,-34.8733,150.5904
2541,-34.8582,150.5748
2541,-34.8859,150.5833
2541,-34.9033,150.5983
2541,-34.8497,150.6109
2331,-32.3605,150.9926
2333,-32.3333,150.5667
2333,-32.2612,150.8901
2333,-32.5,150.4667
2333,-32.3818,150.4679
2333,-32.2971,150.7311
2333,-32.2854,151.0096
2333,-32.4278,151.0032
2333,-32.2,150.8667
2333,-32.2667,150.6333
2333,-32.2652,150.4846
2333,-32.1896,150.676
2333,-32.2053,150.9736
2333,-32.2486,150.7342
2849,-32.7342,150.1133
2849,-32.6262,150.0573
2849,-32.9568,150.0632
2849,-32.7488,150.0492
2849,-33.05,150.2167
2849,-32.8401,150.023
2849,-32.7995,149.9694
2849,-32.3565,150.0977
2849,-32.5818,150.0846
2849,-32.7695,149.9138
2849,-32.6475,150.0233
2849,-32.7114,150.0719
2849,-32.6818,150.0012
2849,-32.8605,150.2588
2849,-32.4119,150.1201
2849,-32.4494,150.1252
2849,-32.6419,149.9092
2849,-32.6985,149.9512
2849,-32.5152,150.0679
2849,-32.8333,150.1333
2849,-32.9944,150.1008
2849,-32.7424,150.2304
2546,-36.2036,150.1153
2546,-36.4785,150.0417
2546,-36.2818,150.1012
2546,-36.2167,149.8667
2546,-36.3331,150.0391
2546,-36.3684,150.0718
2546,-36.1661,150.1291
2546,-36.419,150.0636
2546,-36.1945,150.1268
2546,-36.3247,150.0599
2546,-36.3051,150.1282
2546,-36.5003,150.0547
2546,-36.3555,150.0772
2546,-36.3485,149.9846
2546,-36.5,150.0167
2546,-36.2555,149.6512
2546,-36.4255,149.9534
2546,-36.3131,150.0731
2546,-36.2178,150.1325
2550,-36.6969,149.8929
2550,-36.8295,149.9033
2550,-36.4667,149.8667
2550,-36.6318,149.8846
2550,-37,149.6167
2550,-36.7318,149.7012
2550,-36.3879,149.8863
2550,-36.7947,149.5903
2550,-36.7818,149.7512
2550,-36.5,150.0167
2550,-36.9616,149.5659
2550,-36.7647,149.8202
2550,-36.9318,149.6512
2550,-37.2167,149.55
2550,-36.5545,149.8112
2550,-36.7548,149.7692
2550,-37.1167,149.6167
2550,-36.5333,149.8333
2550,-36.6516,149.7993
2550,-36.6333,149.75
2550,-36.6607,149.883
2550,-36.7539,149.9406
2550,-36.8152,149.7512
2550,-33.6462,150.9214
2550,-36.7312,149.9294
2550,-36.8398,149.6872
2550,-36.6667,149.65
2550,-36.3,149.7167
2550,-37.0833,149.6833
2550,-36.7167,149.8833
2550,-36.5985,149.9846
2550,-36.6964,149.9767
2550,-36.6,149.9833
2550,-36.6609,149.8662
2550,-36.2891,148.7385
2550,-36.8308,149.8131
2550,-36.9318,149.5096
2550,-36.4255,149.9534
2550,-36.682,149.718
2550,-33.7561,150.7235
2550,-36.4667,149.8167
2550,-36.7313,149.9833
2550,-36.88,149.6528
2550,-35.2944,150.0327
2550,-36.4052,149.9792
2550,-36.6739,149.8418
2550,-36.6985,149.5846
2550,-36.7677,149.6947
2550,-36.6289,149.5718
2551,-37.1888,149.7529
2551,-37.2152,149.4012
2551,-37.2568,149.8179
2551,-37.2505,149.9382
2551,-37.0833,149.9167
2551,-37.0964,149.8329
2551,-37.15,149.8667
2551,-37.0667,149.9003
2551,-37.3652,149.7012
2620,-35.4387,149.2131
2620,-35.3784,149.3215
2620,-36.1074,148.8788
2620,-35.7524,149.2795
2620,-35.3389,149.2609
2620,-35.564,149.2999
2620,-35.355,149.2041
2620,-35.3462,149.246
2620,-35.6031,149.1108
2620,-35.6408,149.1262
2620,-35.3667,149.2528
2620,-35.1667,149.25
2620,-35.2507,149.3328
2620,-35.0333,149.25
2620,-35.5167,149.15
2620,-35.5594,149.2235
2620,-35.376,149.2328
2620,-35.7167,149.1667
2620,-35.3549,149.232
2620,-35.3484,149.2176
2621,-35.4788,149.3852
2621,-35.1648,149.3289
2621,-35.4667,149.5
2621,-35.3561,149.4208
2621,-35.4167,149.45
2621,-35.2538,149.4401
2625,-36.5068,148.3055
2626,-35.95,149.15
2626,-35.8667,149.1667
2626,-35.8469,149.1289
2628,-36.2322,148.6684
2628,-36.6074,148.6831
2628,-36.5048,148.8363
2628,-36.4084,148.7215
2628,-36.3335,148.6881
2628,-36.1167,148.8667
2628,-36.3819,148.7588
2628,-36.2652,148.8679
2628,-36.7238,148.8598
2628,-36.3667,148.8277
2628,-36.1383,148.6349
2628,-36.5263,148.7383
2628,-36.6352,148.8192
2628,-36.1058,148.6527
2633,-37.0452,148.9412
2633,-36.9298,148.8238
2633,-36.9,148.9319
1340,-33.875,151.2223
2611,-35.6299,148.6741
2611,-35.3886,148.7469
2624,-36.394,148.4274
2624,-36.406,148.4117
2624,-36.4339,148.3695
